Date,Open,High,Low,CloseClose price adjusted for splits.,Adj CloseAdjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
"Mar 21, 2022",163.51,166.35,163.01,165.38,162.74,"95,811,400"
"Mar 18, 2022",160.51,164.48,159.76,163.98,161.37,"123,511,700"
"Mar 17, 2022",158.61,161.00,157.63,160.62,158.06,"75,615,400"
"Mar 16, 2022",157.05,160.00,154.46,159.59,157.05,"102,300,200"
"Mar 15, 2022",150.90,155.57,150.38,155.09,152.62,"92,964,300"
"Mar 14, 2022",151.45,154.12,150.10,150.62,148.22,"108,732,100"
"Mar 11, 2022",158.93,159.28,154.50,154.73,152.26,"96,970,100"
"Mar 10, 2022",160.20,160.39,155.98,158.52,155.99,"105,342,000"
"Mar 9, 2022",161.48,163.41,159.41,162.95,160.35,"91,454,900"
"Mar 8, 2022",158.82,162.88,155.80,157.44,154.93,"131,148,300"
"Mar 7, 2022",163.36,165.02,159.04,159.30,156.76,"96,418,800"
"Mar 4, 2022",164.49,165.55,162.10,163.17,160.57,"83,737,200"
"Mar 3, 2022",168.47,168.91,165.55,166.23,163.58,"76,678,400"
"Mar 2, 2022",164.39,167.36,162.95,166.56,163.90,"79,724,800"
"Mar 1, 2022",164.70,166.60,161.97,163.20,160.60,"83,474,400"
"Feb 28, 2022",163.06,165.42,162.43,165.12,162.49,"95,056,600"
"Feb 25, 2022",163.84,165.12,160.87,164.85,162.22,"91,974,200"
"Feb 24, 2022",152.58,162.85,152.00,162.74,160.15,"141,147,500"
"Feb 23, 2022",165.54,166.15,159.75,160.07,157.52,"90,009,200"
"Feb 22, 2022",164.98,166.69,162.15,164.32,161.70,"91,162,800"
"Feb 18, 2022",169.82,170.54,166.19,167.30,164.63,"82,772,700"
"Feb 17, 2022",171.03,171.91,168.47,168.88,166.19,"69,589,300"
"Feb 16, 2022",171.85,173.34,170.05,172.55,169.80,"61,177,400"
"Feb 15, 2022",170.97,172.95,170.25,172.79,170.03,"62,527,400"
"Feb 14, 2022",167.37,169.58,166.56,168.88,166.19,"86,185,500"
"Feb 11, 2022",172.33,173.08,168.04,168.64,165.95,"98,670,700"
"Feb 10, 2022",174.14,175.48,171.55,172.12,169.38,"90,865,900"
"Feb 9, 2022",176.05,176.65,174.90,176.28,173.47,"71,285,000"
"Feb 8, 2022",171.73,175.35,171.43,174.83,172.04,"74,829,200"
"Feb 7, 2022",172.86,173.95,170.95,171.66,168.92,"77,251,200"
"Feb 4, 2022",0.22Dividend
"Feb 4, 2022",171.68,174.10,170.68,172.39,169.64,"82,465,400"
"Feb 3, 2022",174.48,176.24,172.12,172.90,169.93,"89,418,100"
"Feb 2, 2022",174.75,175.88,173.33,175.84,172.82,"84,914,300"
"Feb 1, 2022",174.01,174.84,172.31,174.61,171.61,"86,213,900"
"Jan 31, 2022",170.16,175.00,169.51,174.78,171.77,"115,541,600"
"Jan 28, 2022",165.71,170.35,162.80,170.33,167.40,"179,935,700"
"Jan 27, 2022",162.45,163.84,158.28,159.22,156.48,"121,954,600"
"Jan 26, 2022",163.50,164.39,157.82,159.69,156.94,"108,275,300"
"Jan 25, 2022",158.98,162.76,157.02,159.78,157.03,"115,798,400"
"Jan 24, 2022",160.02,162.30,154.70,161.62,158.84,"162,294,600"
"Jan 21, 2022",164.42,166.33,162.30,162.41,159.62,"122,848,900"
"Jan 20, 2022",166.98,169.68,164.18,164.51,161.68,"91,420,500"
"Jan 19, 2022",170.00,171.08,165.94,166.23,163.37,"94,815,000"
"Jan 18, 2022",171.51,172.54,169.41,169.80,166.88,"90,956,700"
"Jan 14, 2022",171.34,173.78,171.09,173.07,170.09,"80,440,800"
"Jan 13, 2022",175.78,176.62,171.79,172.19,169.23,"84,505,800"
"Jan 12, 2022",176.12,177.18,174.82,175.53,172.51,"74,805,200"
"Jan 11, 2022",172.32,175.18,170.82,175.08,172.07,"76,138,300"
"Jan 10, 2022",169.08,172.50,168.17,172.19,169.23,"106,765,600"
"Jan 7, 2022",172.89,174.14,171.03,172.17,169.21,"86,709,100"
