Date,Open,High,Low,Close,Adj Close,Volume,Year
2020-01-02,0.0847044787990257,0.08878159333891705,0.10098787167449141,0.093628344749421,0.08943169024426062,0.27833517202764463,2020
2020-01-03,0.08584779042600788,0.08873232497413408,0.1026017214397496,0.09003104518799587,0.08595623868030744,0.3052210239506362,2020
2020-01-06,0.08167221752746434,0.08799329950238943,0.09800469483568075,0.09293845168284631,0.08874638993587547,0.23594923864665154,2020
2020-01-07,0.08917830690460798,0.08912647189239786,0.10377543035993747,0.09121371901640957,0.0870820891869401,0.212354438766768,2020
2020-01-08,0.08584779042600788,0.09351135635808244,0.1033841940532082,0.09712708815847826,0.0927602917421313,0.26990123124327225,2020
2020-01-09,0.09837450912163842,0.10090161107552836,0.11443661971830987,0.10506085842408713,0.1003964951784228,0.3642020723808277,2020
2020-01-10,0.10255008202018195,0.10366063950337484,0.11693075117370894,0.10589858571921351,0.10122864555289046,0.2911413121507814,2020
2020-01-13,0.10384252125068344,0.10908015962950185,0.12050078247261353,0.11407874636574183,0.10910959909931955,0.24374738547091776,2020
2020-01-14,0.11015558979967194,0.10967138000689752,0.12172339593114245,0.10880599221406395,0.10401879680845855,0.3439826341955483,2020
2020-01-15,0.10409106725654915,0.10715869340296591,0.11854460093896718,0.10713053762381114,0.1024523961035782,0.24471843428050263,2020
2020-01-16,0.1062782721081672,0.10740503522688083,0.12162558685446012,0.11195978908983395,0.10705369817416416,0.21224830779370815,2020
2020-01-17,0.10960878858676737,0.11110016258560379,0.12519561815336466,0.11624698171783376,0.11121445004650249,0.2841277410245557,2020
2020-01-21,0.11075210021374954,0.11144504113908454,0.12641823161189364,0.11358596560390283,0.1086200988790445,0.21724241479703812,2020
2020-01-22,0.11244221305363622,0.11267675025865886,0.12803208137715183,0.11501502981323614,0.10999069949581475,0.1948983733940561,2020
2020-01-23,0.11164686583486605,0.11213479824604616,0.12597809076682315,0.11688759670822452,0.11180185031083267,0.201443777984915,2020
2020-01-24,0.11452999950290799,0.11676602453564561,0.1282766040688576,0.11575420095599465,0.1106759998041999,0.3057536625724412,2020
2020-01-27,0.10185415320375801,0.10252746711336647,0.11282276995305168,0.1042231311289607,0.09961329482598263,0.34394692657844406,2020
2020-01-28,0.1050355420788388,0.11070601566733995,0.12177230046948356,0.1149657517370522,0.10994174947378721,0.3446759570943224,2020
2020-01-29,0.11974946562608735,0.12233334975612153,0.1330203442879499,0.12314591238358052,0.1178227030202163,0.47856761869621073,2020
2020-01-30,0.11492767311229307,0.11770212346652209,0.12979264475743352,0.12260385354555758,0.11728425277791371,0.2566695753496433,2020
2020-01-31,0.1153750559228513,0.11597773069911804,0.11697965571205005,0.10491302419553539,0.1002496451123403,0.43730349961924275,2020
2020-02-03,0.0946960282348262,0.10464600679903435,0.10959507042253525,0.10387818459567338,0.09927064467179009,0.3733273523074684,2020
2020-02-04,0.10841576775861211,0.11223333497561211,0.12353286384976525,0.1163948159463854,0.11131235009055751,0.2811521062658685,2020
2020-02-05,0.11860615399910518,0.11853968566783263,0.1300371674491393,0.11959789089833933,0.1143962014782906,0.23703931284658394,2020
2020-02-06,0.11741313317094992,0.11913090604522836,0.13165101721439748,0.12423003005962646,0.11885065348279406,0.20380841573981842,2020
2020-02-07,0.11716458716508427,0.11686456126521155,0.12886345852895154,0.11787315823190264,0.11361300112585049,0.23420551667806086,2020
2020-02-10,0.10697420092459115,0.1145982164851948,0.12377738654147102,0.11974572512689102,0.11542415194086836,0.21353675764421967,2020
2020-02-11,0.11870557240145152,0.11745578164260723,0.1297437402190924,0.1173310993938797,0.11312350090557538,0.17627784295244464,2020
2020-02-12,0.11607098473927524,0.121594324284377,0.13311815336463229,0.12669393386882177,0.12213030495863725,0.22440179202643948,2020
2020-02-13,0.11945121041904855,0.12036261516480268,0.13541666666666669,0.12383580545015521,0.1193891037250967,0.177330225778767,2020
2020-02-14,0.12009743003429935,0.12006700497610479,0.1347809076682316,0.12393436160252302,0.11948700376915167,0.14104235989657685,2020
2020-02-18,0.10846547695978526,0.11238114006996103,0.12470657276995312,0.11659192825112108,0.11238925057516275,0.32061596631383077,2020
2020-02-19,0.11423174429586913,0.11829334384391776,0.13130868544600943,0.12225890701227027,0.11792060306427138,0.17543673019398906,2020
2020-02-20,0.11751255157329615,0.11839188057348371,0.1291079812206573,0.11816882668900602,0.11395565128004309,0.19175808684538823,2020
2020-02-21,0.11249192225480936,0.11321870227127157,0.11971830985915494,0.10924949489971914,0.10534044740320131,0.26363950383274154,2020
2020-02-24,0.08599691802952719,0.09316647780460163,0.09370109546165889,0.09091805055930618,0.08766948945127023,0.49336148283815046,2020
2020-02-25,0.09057016453745581,0.09114647484849975,0.08988654147104852,0.07849997536096187,0.07567673405453029,0.5143853342865282,2020
2020-02-26,0.07262514291395333,0.0854313445336749,0.09037558685446012,0.08411767604592713,0.0811101864995839,0.4335006383976405,2020
2020-02-27,0.06591440075557986,0.07079864019313198,0.0737969483568075,0.06056275563002017,0.0583973762788193,0.7373893218850744,2020
2020-02-28,0.03628771685639004,0.06143765088436709,0.053501564945226954,0.0603656433252846,0.058201576190709314,1.0,2020
2020-03-02,0.06735596758960077,0.08981622899935948,0.07961658841940539,0.09170649977824868,0.08840373978168292,0.7889461615923414,2020
2020-03-03,0.09395039021722917,0.09296940434546974,0.0894953051643193,0.08002759572266299,0.07714523471535556,0.734587265820644,2020
2020-03-04,0.08495302480489136,0.0922303788737251,0.09844483568075119,0.09653575124427144,0.09310294189632384,0.4858807370548109,2020
2020-03-05,0.0838097131779092,0.08750061585455976,0.0963419405320814,0.0844626225792145,0.0814528366537765,0.407508468780508,2020
2020-03-06,0.06700800318138883,0.07676011233187163,0.08392018779342725,0.07968264918937568,0.07680258456116307,0.5032346389674746,2020
2020-03-09,0.04434060744643831,0.06104350396610331,0.061619718309859184,0.05149558961218159,0.04963532233589507,0.6534248440209455,2020
2020-03-10,0.0609931898394393,0.07134059220574468,0.06939553990610331,0.07509978810427242,0.07244603260071464,0.6498173828151637,2020
2020-03-11,0.061291445046478044,0.06493570478395821,0.07242762128325508,0.06292810328684767,0.060649077292084796,0.5761922438592196,2020
2020-03-12,0.034647313217676556,0.0510912942799428,0.04328051643192493,0.029419011481791768,0.028342062753928254,0.9800731658993247,2020
2020-03-13,0.04573246507928613,0.06330984874612011,0.049344679186228535,0.06603262208643373,0.06368397865779035,0.8616875370249554,2020
2020-03-16,0.017249092807078592,0.037641030694191224,0.03349960876369329,0.021978021978021955,0.021195359537911795,0.7418974085444855,2020
2020-03-17,0.024158671770144635,0.035818101197221286,0.031543427230046994,0.035135268319124835,0.03382446522100935,0.7459452636945529,2020
2020-03-18,0.014515086742556027,0.026457111888456397,0.029978482003129914,0.027497166510619453,0.026481961916882846,0.6868729624650951,2020
2020-03-19,0.024009544166625207,0.029955165788047466,0.03667840375586856,0.025131818853791954,0.024230260903617407,0.6165081273264194,2020
2020-03-20,0.023711288959586407,0.028723456668473146,0.018828247261345854,0.006011925294436504,0.005776102599246213,0.9384618894338432,2020
2020-03-23,0.0,0.0,0.0,0.0,0.0,0.7774294631979691,2020
2020-03-24,0.01028980464283935,0.023599546731043974,0.026555164319248814,0.027743556891538956,0.026726712027020372,0.6553748766661384,2020
2020-03-25,0.02818511706516874,0.036606395033748795,0.03878129890453835,0.026068102301286145,0.0251113613001126,0.69522556923273,2020
2020-03-26,0.02291594174081618,0.037148347046361496,0.041275430359937415,0.04198492090868772,0.0404816682167507,0.5674845446770481,2020
2020-03-27,0.030670577123825593,0.0336995615115534,0.04210680751173712,0.028827674567584838,0.027754662489598125,0.4487805228834992,2020
2020-03-30,0.02818511706516874,0.033256146228506644,0.04499217527386545,0.03750061597595228,0.036174066278329864,0.3589153612928935,2020
2020-03-31,0.03419993040711833,0.04182884170074397,0.048170970266040725,0.036860000985561525,0.035537715991972196,0.43089001483601896,2020
2020-04-01,0.02291594174081618,0.024880524215401267,0.03242370892018781,0.020401123540136956,0.019628958833031507,0.3793530126938099,2020
2020-04-02,0.015211015558979912,0.020495639749716688,0.029685054773082975,0.025328931158527523,0.02442606099172745,0.35385083093360786,2020
2020-04-03,0.018292986031714475,0.021136128491895334,0.0322280907668232,0.020992460454343886,0.02026530911938912,0.2644478846088516,2020
2020-04-06,0.028334244668688113,0.04261713553727148,0.04499217527386545,0.04696200660326222,0.0452787703754467,0.44283818027040084,2020
2020-04-07,0.05308942685291046,0.05320983396561069,0.05672926447574339,0.043216872813285345,0.04165646874541096,0.4454835195708738,2020
2020-04-08,0.043048168215936766,0.04783958220426665,0.059467918622848226,0.051397033459813724,0.049537422291839994,0.36119370563979497,2020
2020-04-09,0.05050454839190732,0.051189831009508746,0.06372261345852903,0.05376238111664122,0.05183807332713303,0.3436860625979325,2020
2020-04-13,0.05000745638017595,0.05567325220475933,0.0650919405320814,0.060217809096732855,0.058054726124626754,0.2672816807773747,2020
2020-04-14,0.06452254312273198,0.07355766862097846,0.08000782472613466,0.07721874538018036,0.07445298350384255,0.4259127697629882,2020
2020-04-15,0.0675050951931202,0.0711927871113957,0.08318661971830987,0.07401567042822649,0.07136913211610946,0.26760800872257734,2020
2020-04-16,0.07371874533976236,0.07350840025619543,0.08528951486697972,0.07677524269452524,0.07401243330559493,0.3320076880483382,2020
2020-04-17,0.07033851965998905,0.07198108094792327,0.07854068857589985,0.07199526930468636,0.06941113123500903,0.476139500733122,2020
2020-04-20,0.061987373862901984,0.06547765679657092,0.07854068857589985,0.06475139210565223,0.06246022810710261,0.2647831394583303,2020
2020-04-21,0.05989958741363022,0.060008868305660934,0.06460289514866979,0.05420588380229635,0.05227862352538054,0.3911890958856146,2020
2020-04-22,0.05656907093503005,0.06079716214218844,0.07286776212832552,0.0637658305819741,0.06143227764452491,0.232168198746613,2020
2020-04-23,0.05940249540189885,0.0655761935261368,0.07614436619718312,0.06243532252500866,0.06015957707180963,0.2518867384141801,2020
2020-04-24,0.061042899040612386,0.06710351283440902,0.07873630672926452,0.07219238160942193,0.06960693132311907,0.25522639249168,2020
2020-04-27,0.06675945717552317,0.06902497906094496,0.08235524256651017,0.07243877199034154,0.06985168143325665,0.2327266262029933,2020
2020-04-28,0.07083561167172037,0.07060156673400003,0.08020344287949921,0.06677179322919236,0.06441822898820304,0.2201228292434473,2020
2020-04-29,0.0703882288611622,0.07533132975316548,0.08714788732394368,0.0780564726753068,0.0752851338783102,0.2827996160439283,2020
2020-04-30,0.0769001342148431,0.08129280189190513,0.09262519561815341,0.08554674025526043,0.0824807871163542,0.3963280171138674,2020
2020-05-01,0.07227717850574139,0.08681085874759814,0.08954420970266042,0.07973192726555955,0.0768515345831906,0.5390414438970103,2020
2020-05-04,0.07590595019138041,0.08025816623146276,0.09013106416275435,0.08475829103631799,0.08169758676391403,0.27359300210055015,2020
2020-05-05,0.0832132027638316,0.08927427698674678,0.10005868544600943,0.09017887941654756,0.08693523912085754,0.3087630211917268,2020
2020-05-06,0.08992394492220507,0.09203330541459326,0.10548708920187794,0.09397329128270832,0.09060649077292082,0.2953290221345071,2020
2020-05-07,0.09340358900432472,0.09439818692417601,0.10925273865414709,0.09776770314886912,0.09427774242498405,0.22808364410118845,2020
2020-05-08,0.09638614107471288,0.10080307434596242,0.11208920187793425,0.10565219533829401,0.10289294630182583,0.2742635117995077,2020
2020-05-11,0.09946811154744739,0.10903089126471893,0.11570813771518002,0.11166412063273051,0.10866904890107204,0.3042876665146613,2020
2020-05-12,0.11154744743251971,0.11228260334039508,0.12020735524256654,0.10722909377617895,0.10441039698467863,0.3448425926408089,2020
2020-05-13,0.1044887408659343,0.10770064541557861,0.110768779342723,0.10259695461489182,0.0999069949581477,0.43986750490297816,2020
2020-05-14,0.09499428344186506,0.1001133172390008,0.10871478873239437,0.10496230227171932,0.10215869597141314,0.3364810589688979,2020
2020-05-15,0.08982452651985884,0.0977484357294181,0.10710093896713618,0.10269551076725969,0.10000489500220272,0.3548784168036079,2020
2020-05-18,0.10573147089526275,0.10839040252254023,0.11947378716744916,0.11161484255654658,0.1086200988790445,0.27758630394670836,2020
2020-05-19,0.10806780335040017,0.11085382076168887,0.12275039123630677,0.10939732912827088,0.10646629790983408,0.1946434606830619,2020
